100	0.5	0.1558	0
200	0.5	0.2602	0
300	0.7	0.3565	0
400	0.9	0.4449	0.1
500	1.1	0.5421	0.1
600	1.4	0.5838	0.1
700	1.6	0.6929	0.1
800	1.9	0.746	0.1
900	2.1	0.7912	0.1
1000	2.1	0.8393	0.1
