100	9e-05	0.00019	4e-05
200	0.00011	0.00011	4e-05
300	0.00057	0.00011	5e-05
400	0.0002	0.00014	0.0001
500	6e-05	0.0001	8e-05
600	0.00064	0.00014	7e-05
700	0.00079	0.00014	9e-05
800	0.00148	0.00016	8e-05
900	0.00136	0.00013	0.00015
1000	0.0002	0.00011	9e-05
